id,name,value
1,user_1,0.1861958764771965
2,user_2,0.0152156530537399
3,user_3,0.6095203929252943
4,user_4,0.47761282646314
5,user_5,0.5070397922191913
6,user_6,0.2424278431009564
7,user_7,0.6639020876120536
8,user_8,0.5587266616218055
9,user_9,0.5392510279569595
11,user_11,0.0105353841867029
12,user_12,0.4204610721062137
13,user_13,0.3835934701994764
14,user_14,0.0762908777565131
15,user_15,0.4688882196167436
16,user_16,0.183436703339984
17,user_17,0.3069260139007187
18,user_18,0.5926283795058116
19,user_19,0.3325699250081013
20,user_20,0.1557550164657712
21,user_21,0.1521876156495922
22,user_22,0.2739542158349529
23,user_23,0.3718781961059269
24,user_24,0.827088850732901
25,user_25,0.9193244503788104
26,user_26,0.2247045430906294
27,user_27,0.9912739706351156
28,user_28,0.4252165917025047
29,user_29,0.2840648420965913
30,user_30,0.5366668483918365
31,user_31,0.7306342368818339
32,user_32,0.993252971513732
33,user_33,0.0619236346331858
34,user_34,0.9936051880620403
35,user_35,0.7712964349734471
36,user_36,0.894654825170532
37,user_37,0.9442380400357456
38,user_38,0.4242047384191532
39,user_39,0.5708437066818689
40,user_40,0.416800638583638
41,user_41,0.7411197167341655
42,user_42,0.1530335280089989
43,user_43,0.0650919718891425
44,user_44,0.2518762940121525
45,user_45,0.1487090457220229
46,user_46,0.4018055749543809
47,user_47,0.1436941039146998
48,user_48,0.5927788372288506
49,user_49,0.9392101896297452
50,user_50,0.9208242335863188
51,user_51,0.9043802548384328
52,user_52,0.3886053222502013
53,user_53,0.7895419461137513
54,user_54,0.1009683031015151
55,user_55,0.6891147800467115
57,user_57,0.6144470119421235
58,user_58,0.9808122791052788
59,user_59,0.2363772890535348
60,user_60,0.9931960473971496
62,user_62,0.3729226849793559
63,user_63,0.0697986638911283
64,user_64,0.9157869134803862
65,user_65,0.0389153213498264
66,user_66,0.5537673220995605
67,user_67,0.3909278718404229
68,user_68,0.8177300049733036
69,user_69,0.1311576801151721
70,user_70,0.8514015647849084
71,user_71,0.0899299648828688
72,user_72,0.2689526530054139
73,user_73,0.4555614104404228
74,user_74,0.5639041319019362
75,user_75,0.1403693773874752
76,user_76,0.2706237196528037
77,user_77,0.5340808968127849
79,user_79,0.2705953220519969
80,user_80,0.5618286957338194
81,user_81,0.3277749711480955
82,user_82,0.1606728390158284
84,user_84,0.0079619649869355
85,user_85,0.0524297993445059
86,user_86,0.2383481305892449
87,user_87,0.2221218778433874
88,user_88,0.020227965263451
89,user_89,0.534306509068918
90,user_90,0.1103084068249113
91,user_91,0.4480245247733138
92,user_92,0.3526542618090867
93,user_93,0.0563385473674935
94,user_94,0.3232893645293604
95,user_95,0.2912615713500672
96,user_96,0.7173902371567574
97,user_97,0.8391655518813211
99,user_99,0.1459514631515025
100,user_100,0.9373102320557348
101,user_101,0.4337350742401503
102,user_102,0.6045683300831407
103,user_103,0.6805593534874657
104,user_104,0.8691421195438278
