id,name,value
1,user_1,0.2388735137226142
2,user_2,0.2495294414924306
3,user_3,0.7415100672551064
4,user_4,0.6669870670514486
5,user_5,0.7076117069555861
6,user_6,0.0868391873872912
7,user_7,0.6050282797125456
8,user_8,0.4062874958215219
9,user_9,0.7339268499987914
11,user_11,0.7944961987285621
12,user_12,0.4090863409817534
13,user_13,0.7816663803929162
14,user_14,0.4228950397977289
15,user_15,0.5393875363325089
16,user_16,0.4025232516734934
17,user_17,0.433257220752069
18,user_18,0.2686457808733153
19,user_19,0.8235897309305349
20,user_20,0.6668782943631111
21,user_21,0.713062332559871
22,user_22,0.6380706142002381
23,user_23,0.8187624834541752
24,user_24,0.4363094941287453
25,user_25,0.0972768282758419
26,user_26,0.847314328227882
27,user_27,0.336014034919859
28,user_28,0.7365663881984017
29,user_29,0.1877080613676341
30,user_30,0.2551137913995491
31,user_31,0.7133729239801057
32,user_32,0.5513775032171323
33,user_33,0.1547234398233701
34,user_34,0.3065742739197921
35,user_35,0.3744390784683551
36,user_36,0.412167523644302
37,user_37,0.4354508340177682
38,user_38,0.2295411351023746
39,user_39,0.9461664288482228
40,user_40,0.192018942287844
41,user_41,0.4714820234813707
42,user_42,0.6542621826985933
43,user_43,0.0549084156280615
44,user_44,0.4203194156783629
45,user_45,0.5990740091908121
46,user_46,0.4897116717105082
47,user_47,0.92991182169439
48,user_48,0.6950205002650719
49,user_49,0.5177275473663379
50,user_50,0.3513936307012171
51,user_51,0.1533302142018989
52,user_52,0.0673368756080527
53,user_53,0.9793974257507452
54,user_54,0.3388993349226898
55,user_55,0.1263608018558355
57,user_57,0.7575063572714703
58,user_58,0.6903114160373955
59,user_59,0.6652422541313496
60,user_60,0.8417412434270093
62,user_62,0.2649849148555183
63,user_63,0.46092140852178
64,user_64,0.5567436607751314
65,user_65,0.7059273156442801
66,user_66,0.7016055548674722
67,user_67,0.5075503467375169
68,user_68,0.834941990939667
69,user_69,0.2264440146344454
70,user_70,0.3275026639878615
71,user_71,0.2822470706083047
72,user_72,0.4250670300477136
73,user_73,0.1952394850852055
74,user_74,0.4404755150355862
75,user_75,0.7349140427686058
76,user_76,0.8682214980179989
77,user_77,0.5804554685861409
79,user_79,0.7544865090593935
80,user_80,0.6405683138162799
81,user_81,0.0390271683945226
82,user_82,0.9166301006852944
84,user_84,0.0176048559449348
85,user_85,0.2505173738316584
86,user_86,0.4976183299245555
87,user_87,0.2001123921977655
88,user_88,0.0597504240312563
89,user_89,0.3206578141466115
90,user_90,0.1422229081131757
91,user_91,0.4017067371250223
92,user_92,0.3545870353590685
93,user_93,0.297661164094573
94,user_94,0.8353814775453178
95,user_95,0.6062971706567667
96,user_96,0.0575469692539125
97,user_97,0.2766977924375969
99,user_99,0.206847524408382
100,user_100,0.6938052992764819
101,user_101,0.1585246447205328
102,user_102,0.0944870857729716
103,user_103,0.0210390144023122
104,user_104,0.0538246061936852
105,user_105,0.9836209330899032
107,user_107,0.896202055882292
