id,name,value
1,user_1,0.9893866890597636
2,user_2,0.6447842838921855
3,user_3,0.2484484410478564
4,user_4,0.5026887308716194
5,user_5,0.662361361442055
6,user_6,0.3688308139657844
7,user_7,0.3990387775879722
8,user_8,0.8968922613649012
9,user_9,0.3954670117588306
11,user_11,0.6584641242143425
12,user_12,0.2454698161082453
13,user_13,0.690684892948511
14,user_14,0.5051467332435907
15,user_15,0.015560332444936
16,user_16,0.6138664449721624
17,user_17,0.1237594946153087
18,user_18,0.2925899574074991
19,user_19,0.0397571505767065
20,user_20,0.2595272694825788
21,user_21,0.9941692067979282
22,user_22,0.2095434441866329
23,user_23,0.03987817078447
24,user_24,0.0175806883682902
25,user_25,0.6977393763747506
26,user_26,0.1995009541781855
27,user_27,0.8793036104088751
28,user_28,0.8560212970226179
29,user_29,0.1682037481524673
30,user_30,0.6742105310723102
31,user_31,0.0629165043446803
32,user_32,0.2860100124177674
33,user_33,0.2708690584660458
34,user_34,0.1129543904779196
35,user_35,0.3346681756796997
36,user_36,0.5244056598121802
37,user_37,0.083152633293881
38,user_38,0.0728687615970895
39,user_39,0.2700705755146342
40,user_40,0.7049395386364391
41,user_41,0.6583610043635382
42,user_42,0.4067130818210106
43,user_43,0.1092237839986168
44,user_44,0.371161712557696
45,user_45,0.7535779475840839
46,user_46,0.2711638323749513
47,user_47,0.5174296263171905
48,user_48,0.2145972773699822
49,user_49,0.964713191192001
50,user_50,0.1874087539877978
51,user_51,0.8041196995230071
52,user_52,0.1902884251945751
53,user_53,0.3168724685499293
54,user_54,0.1207645802723391
55,user_55,0.1061179153277872
57,user_57,0.9465154267021088
58,user_58,0.6899525338068697
59,user_59,0.3736248673586156
60,user_60,0.340911957943222
62,user_62,0.3990180195033047
63,user_63,0.0670111807535998
64,user_64,0.9186661248127708
65,user_65,0.3785957852971034
66,user_66,0.4639158270601685
67,user_67,0.219684318843902
68,user_68,0.799367294451762
69,user_69,0.9725005247525458
70,user_70,0.3546992237670829
71,user_71,0.5689039531948017
72,user_72,0.9759334492501622
73,user_73,0.1600091159024002
74,user_74,0.7943799248821094
75,user_75,0.3856250665723232
76,user_76,0.9936469413548528
77,user_77,0.0915208889146672
79,user_79,0.2018612223897732
80,user_80,0.3203307758290081
81,user_81,0.8128178835944475
82,user_82,0.8090955517985077
84,user_84,0.6347852411894149
85,user_85,0.8578777514201577
86,user_86,0.993865103692914
87,user_87,0.9988932040455288
88,user_88,0.2452860057215672
89,user_89,0.7374966465174669
90,user_90,0.3735620260682905
91,user_91,0.3660892817387263
92,user_92,0.5882493824334648
93,user_93,0.7309771478634812
94,user_94,0.61442627828513
95,user_95,0.133159580960205
96,user_96,0.8096921000743241
97,user_97,0.2815210934430807
99,user_99,0.4034233077954172
100,user_100,0.4233693419643706
101,user_101,0.0679611617082409
102,user_102,0.0628517772407211
103,user_103,0.4501006748136003
104,user_104,0.5586546694273254
105,user_105,0.9791955556906
107,user_107,0.2041505215370667
108,user_108,0.4749387550672789
109,user_109,0.9962701355636976
110,user_110,0.4804580118288262
111,user_111,0.8783007025241444
112,user_112,0.2259111323688186
114,user_114,0.2685757775050095
115,user_115,0.2331482579302518
